customer_id,signup_date,home_city,segment,age,household_size,income_band,acquisition_channel,propensity_score
C002377,2022-11-17,Chattogram,Investor,46.0,4,Lower-Mid,Broker Network,0.643
C002378,2022-09-24,Rajshahi,End-User,45.0,4,Lower-Mid,Facebook,0.458
C002379,2024-05-31,Mymensingh,Renter-to-Owner,36.0,5,Lower-Mid,Organic,0.57
C002380,2022-05-29,Rajshahi,Business Buyer,45.0,3,Mid,Facebook,0.705
C002381,2022-02-01,Mymensingh,Renter-to-Owner,29.0,4,Lower-Mid,Facebook,0.464
C002382,2024-07-06,Dhaka,Investor,56.0,7,High,Facebook,0.95
C002383,2024-10-21,Rajshahi,End-User,36.0,4,Mid,Organic,0.589
C002384,2022-08-30,Rangpur,Investor,44.0,4,Lower-Mid,Organic,0.685
C002385,2022-12-21,Khulna,End-User,31.0,2,High,Marketplace,0.742
C002386,2023-06-21,Chattogram,End-User,38.0,3,Lower-Mid,Organic,0.582
C002387,2023-07-15,Mymensingh,Business Buyer,39.0,4,Mid,Facebook,0.463
C002388,2024-11-22,Dhaka,End-User,26.0,4,Lower-Mid,Paid Search,0.218
C002389,2023-03-07,Chattogram,End-User,25.0,5,Mid,Broker Network,0.607
C002390,2022-01-13,Rangpur,End-User,32.0,4,Low,Facebook,0.297
C002391,2023-03-27,Rangpur,Business Buyer,,5,Upper-Mid,Broker Network,0.684
C002392,2023-08-17,Mymensingh,Investor,18.0,2,Lower-Mid,Referral,0.7
C002393,2023-07-06,Rangpur,Renter-to-Owner,31.0,4,Mid,Facebook,0.823
C002394,2023-07-01,Dhaka,End-User,46.0,4,Upper-Mid,Marketplace,0.504
C002395,2024-09-10,Mymensingh,Investor,23.0,4,Low,Broker Network,0.681
C002396,2024-05-10,Chattogram,Renter-to-Owner,45.0,3,High,Referral,0.789
C002397,2022-09-26,Rajshahi,Investor,24.0,2,Mid,Referral,0.704
C002398,2023-01-14,Chattogram,Renter-to-Owner,26.0,2,Upper-Mid,Facebook,0.621
C002399,2023-12-13,Barishal,Investor,33.0,4,,Referral,0.616
C002400,2023-03-14,Khulna,End-User,51.0,4,Upper-Mid,Referral,0.575
C002401,2023-04-02,Rangpur,End-User,28.0,4,Upper-Mid,Email,0.582
C002402,2022-06-29,Dhaka,Renter-to-Owner,18.0,4,Lower-Mid,Marketplace,0.423
C002403,2022-09-29,Dhaka,Renter-to-Owner,21.0,3,Mid,Facebook,0.578
C002404,2024-02-29,Chattogram,End-User,42.0,4,High,Referral,0.793
C002405,2024-06-17,Dhaka,End-User,22.0,4,Mid,Paid Search,0.477
C002406,2024-04-16,Sylhet,Investor,45.0,3,High,Email,0.95
C002407,2022-11-25,Dhaka,End-User,35.0,5,Mid,Broker Network,0.527
C002408,2022-05-26,Khulna,End-User,34.0,5,Lower-Mid,Marketplace,0.428
C002409,2022-06-20,Dhaka,Investor,37.0,2,Upper-Mid,Referral,0.726
C002410,2023-02-24,Dhaka,Business Buyer,27.0,4,Mid,Broker Network,0.717
C002411,2023-07-06,Rajshahi,End-User,35.0,2,Low,Organic,0.61
C002412,2024-08-09,Chattogram,Investor,23.0,4,Low,Referral,0.714
C002413,2024-08-16,Dhaka,Business Buyer,46.0,1,Lower-Mid,Paid Search,0.566
C002414,2022-01-03,Dhaka,End-User,25.0,4,,Facebook,0.427
C002415,2024-01-25,Dhaka,Renter-to-Owner,38.0,5,Upper-Mid,Paid Search,0.821
C002416,2022-11-15,Rajshahi,Investor,25.0,4,Upper-Mid,Paid Search,0.807
C002417,2022-07-30,Dhaka,End-User,29.0,2,Low,Email,0.336
C002418,2023-08-15,Chattogram,End-User,31.0,6,Low,Facebook,0.298
C002419,2022-02-06,Sylhet,End-User,61.0,5,Lower-Mid,Paid Search,0.616
C002420,2022-12-23,Khulna,Renter-to-Owner,34.0,3,Mid,Broker Network,0.641
C002421,2023-08-12,Rajshahi,End-User,27.0,3,Upper-Mid,Organic,0.716
C002422,2022-10-18,Dhaka,End-User,30.0,1,Upper-Mid,Paid Search,0.604
C002423,2023-09-25,Mymensingh,Investor,20.0,4,Lower-Mid,Paid Search,0.645
C002424,2023-05-06,Chattogram,End-User,,2,Mid,Organic,0.566
C002425,2024-05-02,Dhaka,End-User,51.0,5,Mid,Email,0.674
C002426,2022-07-13,Rangpur,Renter-to-Owner,37.0,5,Upper-Mid,Referral,0.774
C002427,2022-03-02,Rajshahi,End-User,42.0,4,Mid,Referral,0.507
C002428,2023-07-19,Rajshahi,Investor,26.0,2,Mid,Facebook,0.752
C002429,2022-10-01,Rangpur,End-User,32.0,5,Upper-Mid,Paid Search,0.611
C002430,2024-01-24,Dhaka,End-User,36.0,4,Lower-Mid,Referral,0.56
C002431,2022-04-10,Rangpur,End-User,27.0,4,Upper-Mid,Broker Network,0.633
C002432,2023-09-06,Sylhet,Renter-to-Owner,38.0,2,Upper-Mid,Facebook,0.627
C002433,2024-11-21,Chattogram,Renter-to-Owner,40.0,4,Upper-Mid,Facebook,0.742
C002434,2022-04-10,Dhaka,End-User,39.0,3,Lower-Mid,Paid Search,0.599
C002435,2022-11-18,Dhaka,End-User,33.0,2,Upper-Mid,Organic,0.531
C002436,2024-06-19,Mymensingh,Investor,44.0,5,Low,Organic,0.637
C002437,2023-07-23,Dhaka,Renter-to-Owner,32.0,6,Mid,Broker Network,0.607
C002438,2022-07-06,Dhaka,End-User,31.0,5,Upper-Mid,Paid Search,0.547
C002439,2022-08-16,Sylhet,End-User,47.0,5,Low,Broker Network,0.237
C002440,2024-03-26,Sylhet,Business Buyer,24.0,6,Mid,Facebook,0.679
C002441,2024-07-06,Dhaka,End-User,19.0,2,Mid,Facebook,0.481
C002442,2023-01-20,Barishal,Renter-to-Owner,26.0,2,Upper-Mid,Referral,0.727
C002443,2023-05-21,Khulna,End-User,37.0,3,Low,Organic,0.526
C002444,2024-04-14,Rangpur,End-User,46.0,4,Upper-Mid,Marketplace,0.575
C002445,2022-07-08,Dhaka,Investor,28.0,3,High,Paid Search,0.861
C002446,2022-08-08,Dhaka,End-User,50.0,2,Mid,Broker Network,0.473
C002447,2024-04-05,Rajshahi,End-User,34.0,4,Lower-Mid,Paid Search,0.377
C002448,2022-07-18,Dhaka,End-User,33.0,4,Mid,Facebook,0.637
C002449,2024-04-01,Khulna,Renter-to-Owner,26.0,5,Low,Facebook,0.469
C002450,2023-06-14,Dhaka,End-User,52.0,4,Mid,Paid Search,0.643
C002451,2024-11-21,Barishal,End-User,33.0,1,Low,Paid Search,0.303
C002452,2022-02-05,Rangpur,End-User,22.0,4,Lower-Mid,Facebook,0.459
C002453,2024-10-05,Rangpur,End-User,56.0,6,Low,Email,0.474
C002454,2022-08-29,Mymensingh,Renter-to-Owner,,4,Mid,Facebook,0.636
C002455,2022-02-07,Rangpur,Investor,41.0,5,Mid,Organic,0.926
C002456,2024-02-11,Chattogram,Business Buyer,49.0,3,Mid,Organic,0.762
C002457,2023-07-22,Chattogram,Investor,40.0,4,Low,Marketplace,0.56
C002458,2024-06-11,Rangpur,End-User,43.0,3,Lower-Mid,Organic,0.322
C002459,2022-04-26,Mymensingh,Renter-to-Owner,34.0,3,Lower-Mid,Referral,0.633
C002460,2022-03-28,Mymensingh,Investor,41.0,3,Mid,Organic,0.848
C002461,2023-08-28,Barishal,End-User,34.0,4,Low,Facebook,0.442
C002462,2024-07-29,Dhaka,Investor,34.0,3,Mid,Paid Search,0.676
C002463,2023-03-09,Mymensingh,Renter-to-Owner,35.0,2,Lower-Mid,Marketplace,0.507
C002464,2024-04-30,Mymensingh,End-User,30.0,4,Upper-Mid,Facebook,0.473
C002465,2024-08-24,Rajshahi,Investor,39.0,4,Lower-Mid,Paid Search,0.521
C002466,2024-07-16,Rangpur,End-User,39.0,4,Low,Referral,0.491
C002467,2023-06-27,Khulna,End-User,,5,Low,Organic,0.531
C002468,2024-01-15,Mymensingh,Business Buyer,40.0,3,Lower-Mid,Marketplace,0.674
C002469,2023-07-15,Dhaka,Investor,52.0,4,Lower-Mid,Paid Search,0.685
C002470,2023-12-20,Rangpur,End-User,43.0,3,Upper-Mid,Email,0.804
C002471,2023-08-28,Dhaka,End-User,32.0,3,Mid,Broker Network,0.549
C002472,2023-07-14,Chattogram,End-User,38.0,4,Low,Organic,0.502
C002473,2023-04-11,Dhaka,Business Buyer,47.0,7,Upper-Mid,Marketplace,0.635
C002474,2023-11-27,Chattogram,End-User,25.0,5,Low,Marketplace,0.109
C002475,2024-03-11,Dhaka,Renter-to-Owner,52.0,4,Upper-Mid,Broker Network,0.691
C002476,2024-09-06,Mymensingh,End-User,27.0,5,Low,Facebook,0.34
C002477,2023-10-16,Khulna,End-User,42.0,1,Lower-Mid,Referral,0.549
C002478,2022-04-18,Rangpur,End-User,34.0,4,Mid,Organic,0.585
C002479,2023-09-19,Dhaka,End-User,34.0,5,Lower-Mid,Marketplace,0.469
C002480,2022-12-03,Dhaka,Investor,22.0,4,Low,Paid Search,0.709
C002481,2022-01-29,Barishal,Investor,42.0,4,,Broker Network,0.919
C002482,2022-03-19,Sylhet,Business Buyer,22.0,2,Mid,Broker Network,0.649
C002483,2023-09-23,Khulna,Renter-to-Owner,21.0,3,Upper-Mid,Marketplace,0.479
C002484,2024-10-04,Barishal,End-User,44.0,3,Mid,Email,0.474
C002485,2023-06-23,Rangpur,End-User,50.0,5,Low,Broker Network,0.517
C002486,2023-04-20,Rajshahi,Renter-to-Owner,28.0,6,Mid,Broker Network,0.61
C002487,2022-04-05,Mymensingh,End-User,43.0,6,,Facebook,0.654
C002488,2023-12-21,Sylhet,End-User,41.0,3,Low,Organic,0.481
C002489,2022-03-01,Sylhet,Renter-to-Owner,33.0,3,Low,Marketplace,0.426
C002490,2024-06-15,Chattogram,End-User,46.0,3,Mid,Facebook,0.513
C002491,2024-05-20,Dhaka,End-User,33.0,2,Upper-Mid,Broker Network,0.607
C002492,2024-11-22,Dhaka,End-User,39.0,2,Lower-Mid,Paid Search,0.628
C002493,2022-10-31,Barishal,Investor,23.0,3,Mid,Facebook,0.644
C002494,2022-06-22,Sylhet,End-User,23.0,5,Low,Facebook,0.44
C002495,2022-11-16,Chattogram,Renter-to-Owner,45.0,3,Lower-Mid,Marketplace,0.576
C002496,2024-05-02,Rajshahi,Business Buyer,39.0,5,Mid,Organic,0.779
C002497,2022-08-22,Dhaka,End-User,33.0,5,Low,Facebook,0.34
C002498,2024-08-03,Dhaka,Renter-to-Owner,51.0,4,Lower-Mid,Organic,0.462
C002499,2022-06-14,Mymensingh,Business Buyer,51.0,5,Mid,Facebook,0.558
C002500,2022-02-22,Chattogram,End-User,38.0,2,Lower-Mid,Facebook,0.368
C002501,2022-08-22,Dhaka,Business Buyer,21.0,3,Upper-Mid,Organic,0.84
C002502,2024-03-14,Khulna,Business Buyer,33.0,4,High,Referral,0.95
C002503,2023-10-05,Chattogram,Renter-to-Owner,27.0,4,,Email,0.655
C002504,2023-01-14,Sylhet,Business Buyer,35.0,6,Upper-Mid,Broker Network,0.811
C002505,2023-12-01,Mymensingh,End-User,26.0,2,Upper-Mid,Broker Network,0.743
C002506,2023-11-23,Rajshahi,End-User,23.0,3,,Organic,0.433
C002507,2023-08-15,Rajshahi,Business Buyer,18.0,4,Mid,Referral,0.573
C002508,2023-07-02,Chattogram,Renter-to-Owner,36.0,3,Low,Referral,0.396
C002509,2022-04-19,Khulna,Investor,18.0,2,Upper-Mid,Broker Network,0.934
C002510,2022-10-04,Chattogram,End-User,31.0,3,Lower-Mid,Broker Network,0.329
C002511,2023-07-17,Dhaka,End-User,40.0,3,Low,Referral,0.449
C002512,2022-05-25,Rangpur,Renter-to-Owner,28.0,6,Mid,Broker Network,0.577
C002513,2023-05-23,Chattogram,End-User,24.0,2,Lower-Mid,Email,0.482
C002514,2022-05-05,Khulna,End-User,33.0,5,Low,Facebook,0.339
C002515,2024-04-19,Dhaka,End-User,,5,Mid,Organic,0.62
C002516,2022-04-21,Rangpur,Investor,36.0,3,Low,Broker Network,0.578
C002517,2022-04-09,Dhaka,Business Buyer,25.0,4,Upper-Mid,Referral,0.887
C002518,2023-11-11,Chattogram,End-User,33.0,4,,Referral,0.897
C002519,2022-08-24,Rangpur,End-User,31.0,4,Mid,Paid Search,0.641
C002520,2023-01-10,Chattogram,End-User,34.0,4,Lower-Mid,Organic,0.481
C002521,2022-12-02,Mymensingh,Renter-to-Owner,49.0,3,Mid,Broker Network,0.581
C002522,2022-08-19,Dhaka,End-User,36.0,5,Low,Organic,0.446
C002523,2024-03-23,Sylhet,End-User,39.0,3,Mid,Facebook,0.678
C002524,2024-01-08,Mymensingh,End-User,28.0,4,,Facebook,0.426
C002525,2022-09-12,Khulna,Business Buyer,36.0,4,Lower-Mid,Organic,0.707
C002526,2024-01-03,Sylhet,Renter-to-Owner,32.0,5,Low,Facebook,0.483
C002527,2024-01-31,Chattogram,Renter-to-Owner,,6,High,Organic,0.892
C002528,2023-07-29,Barishal,End-User,40.0,3,Lower-Mid,Paid Search,0.552
C002529,2023-09-09,Rangpur,Business Buyer,29.0,4,Lower-Mid,Marketplace,0.465
C002530,2024-09-23,Sylhet,Renter-to-Owner,30.0,2,Lower-Mid,Facebook,0.423
C002531,2023-04-29,Mymensingh,End-User,30.0,6,Mid,Marketplace,0.534
C002532,2023-02-15,Rajshahi,Business Buyer,29.0,4,Upper-Mid,Facebook,0.828
C002533,2023-07-29,Khulna,Renter-to-Owner,36.0,3,Low,Broker Network,0.578
C002534,2024-06-10,Chattogram,Renter-to-Owner,31.0,4,Low,Organic,0.496
C002535,2024-01-27,Sylhet,Renter-to-Owner,47.0,4,Low,Paid Search,0.52
C002536,2022-03-22,Rangpur,End-User,58.0,3,Mid,Paid Search,0.506
C002537,2023-05-05,Rajshahi,End-User,29.0,5,Mid,Organic,0.534
C002538,2024-02-28,Dhaka,End-User,37.0,5,Upper-Mid,Marketplace,0.504
C002539,2022-08-27,Khulna,End-User,43.0,5,Upper-Mid,Facebook,0.589
C002540,2024-11-19,Barishal,End-User,32.0,3,Low,Facebook,0.322
C002541,2024-05-11,Mymensingh,End-User,25.0,3,Upper-Mid,Facebook,0.68
C002542,2024-06-21,Dhaka,Business Buyer,50.0,4,Upper-Mid,Paid Search,0.795
C002543,2022-03-29,Dhaka,Investor,40.0,5,Mid,Marketplace,0.734
C002544,2023-09-10,Chattogram,Renter-to-Owner,37.0,4,Lower-Mid,Referral,0.605
C002545,2023-07-17,Dhaka,End-User,47.0,3,Mid,Organic,0.566
C002546,2023-10-31,Mymensingh,Investor,41.0,5,Mid,Facebook,0.578
C002547,2024-06-25,Chattogram,Investor,,2,Lower-Mid,Organic,0.615
C002548,2023-01-12,Khulna,End-User,25.0,3,,Referral,0.513
C002549,2023-07-24,Dhaka,End-User,30.0,4,Mid,Facebook,0.509
C002550,2023-12-26,Chattogram,End-User,45.0,2,Mid,Marketplace,0.425
C002551,2024-03-13,Mymensingh,End-User,40.0,2,Low,Marketplace,0.469
C002552,2024-04-01,Khulna,End-User,32.0,6,Upper-Mid,Organic,0.816
C002553,2022-12-26,Dhaka,Investor,50.0,5,Low,Organic,0.726
C002554,2024-11-30,Dhaka,End-User,,7,Lower-Mid,Email,0.504
C002555,2022-01-11,Mymensingh,Investor,43.0,4,Lower-Mid,Facebook,0.653
C002556,2023-06-09,Mymensingh,Investor,36.0,5,Mid,Facebook,0.718
C002557,2023-10-11,Dhaka,End-User,51.0,3,Low,Facebook,0.363
C002558,2022-03-07,Rajshahi,Renter-to-Owner,41.0,3,Mid,Facebook,0.64
C002559,2023-04-26,Dhaka,End-User,34.0,5,Lower-Mid,Referral,0.587
C002560,2023-09-28,Khulna,Renter-to-Owner,32.0,5,Low,Marketplace,0.466
C002561,2023-10-10,Dhaka,Renter-to-Owner,34.0,5,Low,Referral,0.258
C002562,2022-05-07,Barishal,End-User,27.0,3,,Paid Search,0.542
C002563,2022-10-23,Mymensingh,End-User,22.0,4,Lower-Mid,Organic,0.526
C002564,2022-09-18,Dhaka,Investor,37.0,3,Low,Marketplace,0.451
C002565,2023-11-14,Chattogram,End-User,29.0,3,Mid,Facebook,0.536
C002566,2022-12-17,Dhaka,End-User,29.0,6,Mid,Facebook,0.544
C002567,2023-09-02,Chattogram,End-User,33.0,2,High,Organic,0.634
C002568,2024-02-19,Dhaka,Business Buyer,34.0,7,Mid,Marketplace,0.609
C002569,2024-04-29,Dhaka,Investor,34.0,4,Low,Facebook,0.462
C002570,2022-07-15,Mymensingh,Investor,50.0,3,Lower-Mid,Marketplace,0.562
C002571,2024-08-21,Dhaka,Business Buyer,40.0,4,Low,Organic,0.606
C002572,2022-06-26,Rangpur,End-User,53.0,3,Mid,Paid Search,0.49
C002573,2022-01-24,Dhaka,End-User,30.0,3,Lower-Mid,Organic,0.517
C002574,2022-02-17,Khulna,Investor,41.0,4,Upper-Mid,Paid Search,0.879
C002575,2022-08-03,Chattogram,End-User,31.0,3,Mid,Marketplace,0.495
C002576,2024-07-19,Mymensingh,Business Buyer,29.0,2,Upper-Mid,Facebook,0.792
C002577,2022-08-10,Dhaka,End-User,,3,Mid,Email,0.668
C002578,2024-01-10,Dhaka,End-User,27.0,2,Lower-Mid,Broker Network,0.558
C002579,2023-03-23,Sylhet,End-User,18.0,2,Lower-Mid,Paid Search,0.498
C002580,2022-02-12,Sylhet,End-User,28.0,2,Low,Facebook,0.418
C002581,2023-04-19,Sylhet,End-User,18.0,6,Upper-Mid,Email,0.672
C002582,2022-01-31,Dhaka,End-User,25.0,4,Upper-Mid,Referral,0.768
C002583,2023-05-23,Dhaka,Investor,26.0,4,Lower-Mid,Paid Search,0.556
C002584,2023-08-19,Rangpur,End-User,,4,Mid,Email,0.554
C002585,2023-07-10,Rajshahi,Renter-to-Owner,18.0,4,Lower-Mid,Facebook,0.531
C002586,2022-10-29,Rajshahi,Business Buyer,45.0,5,Lower-Mid,Marketplace,0.564
C002587,2024-03-28,Dhaka,Renter-to-Owner,18.0,4,Upper-Mid,Referral,0.95
C002588,2023-09-29,Dhaka,End-User,33.0,6,Low,Facebook,0.335
C002589,2022-09-29,Mymensingh,Renter-to-Owner,31.0,4,Lower-Mid,Facebook,0.357
C002590,2023-04-09,Sylhet,Business Buyer,41.0,4,Mid,Email,0.694
C002591,2022-04-26,Dhaka,Investor,37.0,5,Lower-Mid,Marketplace,0.706
C002592,2024-09-11,Mymensingh,End-User,45.0,2,Low,Facebook,0.28
C002593,2024-03-13,Rajshahi,End-User,31.0,4,Lower-Mid,Organic,0.507
C002594,2022-11-03,Chattogram,Business Buyer,30.0,1,Mid,Organic,0.724
C002595,2023-12-21,Chattogram,Business Buyer,38.0,4,High,Paid Search,0.825
C002596,2023-12-25,Sylhet,Renter-to-Owner,43.0,3,Upper-Mid,Paid Search,0.642
C002597,2023-10-12,Chattogram,End-User,41.0,3,Mid,Facebook,0.608
C002598,2022-02-27,Khulna,Business Buyer,37.0,3,Mid,Organic,0.903
C002599,2024-07-25,Sylhet,Investor,36.0,4,Mid,Facebook,0.653
C002600,2024-10-15,Dhaka,End-User,34.0,3,Mid,Marketplace,0.425
C002601,2024-11-04,Mymensingh,End-User,38.0,6,Low,Paid Search,0.335
C002602,2024-11-11,Chattogram,Renter-to-Owner,52.0,4,Lower-Mid,Referral,0.713
C002603,2024-09-17,Chattogram,Renter-to-Owner,32.0,3,Lower-Mid,Organic,0.559
C002604,2024-02-27,Sylhet,End-User,31.0,5,High,Referral,0.809
C002605,2022-03-02,Rajshahi,End-User,30.0,5,Mid,Marketplace,0.457
C002606,2023-05-11,Chattogram,End-User,38.0,4,High,Paid Search,0.843
C002607,2022-09-19,Rajshahi,Investor,18.0,2,Lower-Mid,Broker Network,0.666
C002608,2022-08-23,Rangpur,Renter-to-Owner,33.0,7,Low,Organic,0.52
C002609,2024-06-04,Barishal,End-User,42.0,5,High,Paid Search,0.636
C002610,2024-05-16,Rangpur,End-User,29.0,2,Lower-Mid,Organic,0.439
C002611,2023-07-11,Dhaka,End-User,36.0,4,Mid,Paid Search,0.54
C002612,2024-02-24,Chattogram,Renter-to-Owner,53.0,3,Low,Paid Search,0.448
C002613,2022-05-18,Khulna,Renter-to-Owner,37.0,4,Upper-Mid,Referral,0.839
C002614,2022-08-25,Dhaka,End-User,18.0,2,Low,Paid Search,0.235
C002615,2024-07-06,Barishal,Investor,21.0,4,Upper-Mid,Email,0.764
C002616,2023-04-26,Chattogram,Business Buyer,32.0,3,Low,Paid Search,0.445
C002617,2023-08-06,Dhaka,End-User,27.0,3,Low,Paid Search,0.38
C002618,2023-05-09,Dhaka,End-User,35.0,4,Upper-Mid,Facebook,0.51
C002619,2022-08-04,Dhaka,End-User,31.0,3,Lower-Mid,Referral,0.522
C002620,2024-05-30,Chattogram,Business Buyer,44.0,3,Lower-Mid,Email,0.549
C002621,2024-03-19,Rajshahi,Renter-to-Owner,24.0,5,Mid,Broker Network,0.639
C002622,2023-12-30,Rajshahi,End-User,32.0,3,Lower-Mid,Facebook,0.368
C002623,2023-01-12,Dhaka,Investor,36.0,3,Lower-Mid,Marketplace,0.559
C002624,2023-11-17,Dhaka,End-User,37.0,2,Low,Paid Search,0.393
C002625,2024-10-13,Rangpur,End-User,35.0,3,Mid,Marketplace,0.619
C002626,2023-11-24,Dhaka,Investor,18.0,4,Low,Paid Search,0.635
C002627,2023-06-11,Khulna,End-User,35.0,5,Upper-Mid,Paid Search,0.709
C002628,2022-10-16,Khulna,Investor,33.0,3,Mid,Paid Search,0.838
C002629,2023-07-12,Khulna,End-User,42.0,4,Lower-Mid,Facebook,0.417
C002630,2023-02-01,Rangpur,End-User,41.0,4,Mid,Facebook,0.67
C002631,2023-10-14,Rajshahi,End-User,36.0,2,Mid,Organic,0.66
C002632,2022-02-18,Mymensingh,Renter-to-Owner,37.0,4,Mid,Paid Search,0.534
C002633,2022-07-22,Rangpur,End-User,46.0,5,Lower-Mid,Facebook,0.377
C002634,2024-04-18,Dhaka,Renter-to-Owner,44.0,1,Mid,Referral,0.702
C002635,2023-02-10,Dhaka,Business Buyer,36.0,6,Low,Marketplace,0.56
C002636,2023-04-07,Chattogram,Business Buyer,53.0,3,Lower-Mid,Marketplace,0.552
C002637,2023-08-03,Chattogram,End-User,28.0,2,Low,Facebook,0.272
C002638,2023-04-13,Khulna,End-User,23.0,4,High,Facebook,0.743
C002639,2024-03-19,Dhaka,End-User,34.0,5,Lower-Mid,Referral,0.441
C002640,2022-09-19,Dhaka,Investor,31.0,3,Mid,Email,0.784
C002641,2024-03-19,Chattogram,Investor,18.0,4,Mid,Broker Network,0.783
C002642,2022-08-12,Sylhet,Investor,28.0,6,,Broker Network,0.503
C002643,2023-01-31,Sylhet,End-User,37.0,4,Low,Facebook,0.492
C002644,2023-09-19,Mymensingh,Renter-to-Owner,33.0,8,Lower-Mid,Email,0.541
C002645,2024-08-02,Dhaka,End-User,27.0,5,Mid,Referral,0.525
C002646,2022-09-05,Chattogram,Business Buyer,34.0,4,Mid,Organic,0.734
C002647,2023-09-19,Mymensingh,Renter-to-Owner,35.0,4,Low,Facebook,0.282
C002648,2022-03-10,Sylhet,Investor,40.0,3,Mid,Paid Search,0.769
C002649,2022-03-22,Rajshahi,End-User,28.0,4,Lower-Mid,Organic,0.579
C002650,2024-03-29,Khulna,Investor,42.0,4,,Referral,0.95
C002651,2024-02-06,Dhaka,Business Buyer,24.0,3,Lower-Mid,Referral,0.668
C002652,2023-02-06,Rangpur,Renter-to-Owner,29.0,2,Upper-Mid,Marketplace,0.627
C002653,2023-10-27,Rajshahi,End-User,49.0,5,Lower-Mid,Marketplace,0.457
C002654,2023-02-10,Khulna,End-User,25.0,5,Lower-Mid,Facebook,0.545
C002655,2022-10-23,Khulna,End-User,28.0,2,Mid,Organic,0.64
C002656,2023-04-05,Chattogram,Business Buyer,23.0,4,Upper-Mid,Organic,0.877
C002657,2022-11-29,Dhaka,Business Buyer,27.0,5,Lower-Mid,Marketplace,0.631
C002658,2024-05-18,Barishal,Renter-to-Owner,35.0,5,Low,Paid Search,0.481
C002659,2023-03-15,Khulna,End-User,40.0,3,Low,Paid Search,0.258
C002660,2022-12-09,Dhaka,Investor,34.0,5,,Referral,0.613
C002661,2023-07-26,Chattogram,Investor,31.0,4,Mid,Organic,0.674
C002662,2024-03-19,Mymensingh,Investor,,4,Mid,Referral,0.724
C002663,2022-10-19,Chattogram,End-User,27.0,3,,Email,0.383
C002664,2024-09-28,Chattogram,Renter-to-Owner,20.0,1,Low,Broker Network,0.629
C002665,2023-05-10,Rajshahi,Business Buyer,41.0,3,Mid,Facebook,0.593
C002666,2023-12-06,Barishal,Investor,41.0,4,Mid,Organic,0.808
C002667,2024-10-17,Rajshahi,End-User,34.0,3,Mid,Paid Search,0.52
C002668,2023-04-06,Rangpur,Investor,38.0,5,Mid,Paid Search,0.755
C002669,2022-08-02,Dhaka,Business Buyer,42.0,5,Lower-Mid,Paid Search,0.586
C002670,2024-03-08,Mymensingh,Renter-to-Owner,35.0,3,Mid,Organic,0.57
C002671,2022-01-08,Rangpur,End-User,47.0,3,Mid,Facebook,0.568
C002672,2023-05-04,Khulna,End-User,25.0,1,Mid,Paid Search,0.486
C002673,2024-11-10,Rajshahi,End-User,31.0,2,Lower-Mid,Facebook,0.373
C002674,2023-03-18,Dhaka,End-User,30.0,2,Upper-Mid,Paid Search,0.595
C002675,2023-12-31,Chattogram,End-User,40.0,4,Low,Facebook,0.415
C002676,2023-07-14,Dhaka,End-User,21.0,3,Lower-Mid,Broker Network,0.44
C002677,2022-08-17,Dhaka,End-User,47.0,3,Lower-Mid,Organic,0.517
C002678,2022-12-05,Mymensingh,End-User,39.0,3,Upper-Mid,Facebook,0.632
C002679,2023-07-13,Dhaka,End-User,50.0,3,Mid,Referral,0.641
C002680,2022-04-22,Rajshahi,Renter-to-Owner,34.0,5,Lower-Mid,Referral,0.616
C002681,2023-03-19,Chattogram,End-User,29.0,4,Low,Marketplace,0.248
C002682,2023-03-19,Chattogram,End-User,40.0,5,Low,Broker Network,0.42
C002683,2024-06-09,Chattogram,Business Buyer,43.0,1,Mid,Broker Network,0.637
C002684,2022-05-13,Chattogram,End-User,28.0,4,Mid,Email,0.419
C002685,2024-06-17,Rajshahi,End-User,18.0,3,Mid,Marketplace,0.493
C002686,2023-03-14,Mymensingh,Investor,18.0,3,Mid,Email,0.718
C002687,2023-11-26,Chattogram,Renter-to-Owner,36.0,5,Upper-Mid,Referral,0.95
C002688,2023-08-17,Mymensingh,End-User,48.0,3,Lower-Mid,Email,0.548
C002689,2022-11-16,Rajshahi,End-User,22.0,4,Upper-Mid,Paid Search,0.683
C002690,2024-09-19,Rajshahi,Investor,32.0,2,Lower-Mid,Marketplace,0.607
C002691,2022-08-28,Dhaka,Renter-to-Owner,31.0,4,Mid,Organic,0.655
C002692,2022-02-08,Dhaka,End-User,51.0,2,Mid,Paid Search,0.746
C002693,2024-03-10,Rangpur,End-User,54.0,4,Upper-Mid,Organic,0.629
C002694,2023-10-25,Khulna,End-User,38.0,4,Lower-Mid,Broker Network,0.51
C002695,2024-08-07,Chattogram,End-User,42.0,5,Mid,Facebook,0.667
C002696,2023-05-03,Barishal,End-User,42.0,3,Mid,Broker Network,0.522
C002697,2022-01-18,Chattogram,End-User,22.0,3,High,Facebook,0.692
C002698,2022-01-22,Barishal,End-User,40.0,3,Low,Facebook,0.349
C002699,2023-04-07,Chattogram,End-User,25.0,3,Mid,Email,0.489
C002700,2022-09-24,Mymensingh,Renter-to-Owner,32.0,2,Lower-Mid,Facebook,0.562
C002701,2024-09-10,Dhaka,End-User,44.0,1,Upper-Mid,Referral,0.611
C002702,2022-05-07,Dhaka,End-User,35.0,2,Upper-Mid,Email,0.702
C002703,2024-07-27,Sylhet,Business Buyer,44.0,4,Mid,Organic,0.764
