property_id,city,neighborhood_code,property_type,size_sqm,bedrooms,bathrooms,year_built,location_score,amenities_count,list_price,has_parking,near_transit,near_school
P001406,Dhaka,N001,Apartment,135.7,2,1,2024,0.709,10.0,12747918,False,True,False
P001407,Sylhet,N136,Apartment,111.8,3,2,2006,,6.0,8387787,False,False,True
P001408,Khulna,N131,Land,60.0,0,0,2016,,8.0,4606815,True,False,False
P001409,Khulna,N065,Apartment,66.2,2,2,2023,0.404,12.0,4973605,True,False,False
P001410,Rajshahi,N054,Apartment,64.6,2,2,2011,0.681,10.0,5156746,True,False,True
P001411,Barishal,N135,Apartment,87.7,2,1,2010,0.905,7.0,6902554,False,False,False
P001412,Dhaka,N090,Apartment,80.5,3,2,2025,0.515,3.0,9682487,False,False,True
P001413,Chattogram,N113,Commercial,207.4,0,0,2013,0.342,4.0,16603115,False,False,False
P001414,Dhaka,N147,Apartment,115.0,1,2,1995,0.703,8.0,15802637,True,True,False
P001415,Barishal,N061,House,212.9,5,3,2015,0.503,,16175325,False,False,True
P001416,Chattogram,N192,Apartment,107.2,3,1,2018,0.71,5.0,7964884,True,True,False
P001417,Rajshahi,N107,Apartment,58.6,4,1,2023,0.893,10.0,9218922,True,False,True
P001418,Khulna,N041,House,104.5,2,2,2020,0.533,10.0,14183050,False,True,True
P001419,Rangpur,N039,Apartment,118.2,1,4,2017,0.578,5.0,7356224,False,False,True
P001420,Rajshahi,N171,Land,232.3,0,0,2007,0.569,11.0,13754702,True,False,False
P001421,Mymensingh,N096,Land,460.6,0,0,2025,0.708,5.0,18099953,False,True,True
P001422,Rajshahi,N075,Apartment,88.4,2,1,2013,0.599,8.0,7673293,True,False,True
P001423,Khulna,N109,Apartment,112.5,2,2,2021,0.467,3.0,6877394,False,True,True
P001424,Dhaka,N068,Apartment,131.2,1,1,2021,0.889,10.0,20397126,False,True,False
P001425,Chattogram,N092,House,138.5,1,2,2019,0.452,3.0,14151360,False,False,False
P001426,Chattogram,N198,Apartment,51.2,1,2,2011,0.593,4.0,8782664,True,False,True
P001427,Rajshahi,N173,Apartment,82.2,4,2,2025,0.574,8.0,8760010,False,False,False
P001428,Chattogram,N076,Land,154.2,0,0,2015,0.444,3.0,8907758,True,True,True
P001429,Chattogram,N053,House,237.0,2,1,2016,0.845,7.0,25481305,False,False,True
P001430,Mymensingh,N053,Apartment,103.6,1,3,2020,0.512,4.0,5797246,True,True,True
P001431,Chattogram,N110,House,180.9,3,3,2013,0.506,9.0,22026051,True,True,False
P001432,Rangpur,N113,Apartment,142.8,2,1,2022,0.86,10.0,13456051,False,False,False
P001433,Barishal,N037,Apartment,66.1,2,3,2017,0.655,6.0,7299405,True,True,False
P001434,Chattogram,N073,Apartment,95.5,3,2,2011,0.555,10.0,7701837,False,False,False
P001435,Chattogram,N143,Apartment,108.5,3,2,2018,0.647,6.0,13007264,False,True,False
P001436,Sylhet,N131,House,95.9,2,3,2006,0.64,9.0,12160735,True,True,True
P001437,Chattogram,N033,Commercial,186.2,0,0,2015,0.684,8.0,30376744,True,False,False
P001438,Dhaka,N048,Apartment,118.2,1,1,2012,0.777,11.0,14464003,True,True,True
P001439,Khulna,N015,House,139.9,3,3,2020,0.634,5.0,12612165,False,False,False
P001440,Khulna,N049,Apartment,100.2,3,1,2020,0.889,,6366096,True,False,False
P001441,Chattogram,N020,Apartment,107.0,3,2,2009,0.732,9.0,11437784,True,True,True
P001442,Dhaka,N215,Land,278.7,0,0,2008,0.784,11.0,18521631,True,False,True
P001443,Chattogram,N045,Apartment,147.1,2,2,2025,0.494,8.0,8784920,True,True,False
P001444,Mymensingh,N168,Apartment,133.0,2,2,2025,0.617,,11453415,False,False,True
P001445,Mymensingh,N063,Apartment,76.7,3,2,2025,0.385,3.0,5131437,True,True,True
P001446,Rangpur,N126,Apartment,90.6,1,1,2011,0.733,7.0,10136348,False,False,True
P001447,Chattogram,N145,Apartment,127.4,3,2,2009,0.704,8.0,12144351,False,True,False
P001448,Dhaka,N177,House,264.2,4,4,2006,0.747,1.0,29492779,True,False,True
P001449,Mymensingh,N172,House,210.3,4,2,2013,0.766,7.0,19037498,True,True,False
P001450,Rangpur,N038,House,239.3,2,2,2002,0.816,9.0,17206395,True,False,False
P001451,Dhaka,N040,House,188.6,4,3,2010,0.451,3.0,22538006,True,True,True
P001452,Chattogram,N156,Apartment,97.9,3,2,2015,0.591,,14043104,True,False,True
P001453,Rajshahi,N131,Apartment,142.7,2,1,2001,0.635,2.0,8273636,True,False,True
P001454,Rajshahi,N122,Apartment,128.6,2,1,2015,0.438,6.0,7031791,True,True,True
P001455,Rajshahi,N013,Commercial,214.6,0,0,2023,0.696,6.0,22307476,True,False,True
P001456,Mymensingh,N206,House,146.9,3,1,2017,0.72,9.0,17475723,True,False,True
P001457,Dhaka,N137,Apartment,35.0,2,1,2020,0.659,7.0,9146536,True,True,False
P001458,Rangpur,N095,House,90.2,4,1,2008,0.727,8.0,10429010,True,True,True
P001459,Dhaka,N030,Apartment,104.4,1,1,2001,0.717,10.0,14166752,True,False,True
P001460,Khulna,N128,Apartment,54.8,1,3,2023,0.453,14.0,7817134,False,True,True
P001461,Khulna,N013,House,175.2,4,3,2016,0.594,7.0,19209806,True,True,False
P001462,Sylhet,N095,Apartment,109.0,2,2,2013,0.368,5.0,7387491,True,False,True
P001463,Chattogram,N116,Commercial,256.0,0,0,2014,0.667,6.0,35660461,False,False,False
P001464,Dhaka,N066,Apartment,74.9,2,1,2006,0.823,9.0,14656504,True,False,True
P001465,Rangpur,N203,House,80.6,5,1,2017,0.723,8.0,7081718,True,False,False
P001466,Dhaka,N174,Apartment,100.4,3,1,2016,0.68,9.0,13481703,True,True,True
P001467,Dhaka,N183,Land,329.3,0,0,2016,0.675,5.0,13508789,True,False,False
P001468,Dhaka,N160,House,118.0,5,5,2010,0.859,11.0,21463819,True,False,False
P001469,Khulna,N117,Apartment,101.6,2,2,2017,0.514,8.0,5789749,True,False,True
P001470,Rajshahi,N185,Apartment,53.7,4,1,2017,0.467,5.0,5197895,True,True,True
P001471,Khulna,N064,Apartment,60.9,3,2,2016,0.88,11.0,7681820,True,False,True
P001472,Dhaka,N153,Apartment,35.0,1,2,2014,0.616,13.0,11560526,False,True,False
P001473,Rangpur,N013,Apartment,86.6,1,2,2013,0.432,12.0,7864933,True,True,True
P001474,Dhaka,N073,House,124.2,3,2,2012,0.786,4.0,18991530,True,True,False
P001475,Mymensingh,N212,House,168.3,3,3,2015,0.458,12.0,13740537,True,False,True
P001476,Chattogram,N171,Apartment,114.0,3,1,2002,0.84,6.0,12012485,False,True,True
P001477,Khulna,N167,Apartment,155.9,1,3,2014,0.544,6.0,10027652,False,True,True
P001478,Sylhet,N218,Commercial,154.6,0,0,2012,,9.0,16967089,False,False,False
P001479,Khulna,N020,Apartment,69.2,1,2,2025,0.693,7.0,6265798,True,True,True
P001480,Rangpur,N152,Apartment,99.4,1,1,2005,0.882,6.0,9336837,False,False,False
P001481,Barishal,N216,Apartment,52.0,3,1,2004,0.674,7.0,7080320,False,True,False
P001482,Rajshahi,N048,Apartment,94.1,2,3,2009,,8.0,9467181,True,True,True
P001483,Dhaka,N058,Apartment,83.0,1,2,2016,0.716,7.0,14026173,True,True,False
P001484,Rajshahi,N124,Land,259.5,0,0,2012,0.928,9.0,11897834,False,True,False
P001485,Barishal,N105,Apartment,59.4,3,3,2000,0.702,7.0,4583500,True,True,True
P001486,Barishal,N136,Apartment,81.0,3,1,2004,0.459,6.0,6137410,True,False,False
P001487,Khulna,N150,House,70.0,3,2,2023,0.429,4.0,11542782,False,True,True
P001488,Chattogram,N063,Apartment,85.7,4,2,2025,0.756,9.0,11768577,False,False,False
P001489,Chattogram,N181,House,148.1,3,3,2018,,7.0,17794369,True,False,True
P001490,Chattogram,N060,Apartment,125.1,4,1,2013,0.628,9.0,8998042,False,True,False
P001491,Sylhet,N087,Apartment,106.8,4,1,2016,0.388,8.0,5936393,False,False,True
P001492,Sylhet,N177,Apartment,114.7,2,2,2008,0.668,9.0,9342359,False,False,True
P001493,Rajshahi,N054,Commercial,193.7,0,0,2024,0.522,6.0,17704463,False,False,False
P001494,Barishal,N175,Apartment,113.0,0,2,2025,0.486,7.0,6442757,True,False,False
P001495,Chattogram,N156,Land,220.8,0,0,2008,0.834,11.0,18267226,False,True,False
P001496,Khulna,N085,House,188.3,4,2,2018,0.564,,14623278,True,False,True
P001497,Rangpur,N054,Commercial,174.5,0,0,2010,0.506,11.0,15048567,True,True,False
P001498,Khulna,N032,Apartment,123.7,2,3,2019,0.605,4.0,9623264,True,True,False
P001499,Dhaka,N138,Apartment,120.7,3,3,2012,0.68,6.0,14281322,False,True,False
P001500,Chattogram,N092,Apartment,65.9,1,2,2008,0.771,6.0,9169011,False,True,True
P001501,Dhaka,N040,Apartment,95.7,2,1,2016,0.698,5.0,10609335,False,True,False
P001502,Dhaka,N048,Apartment,104.0,3,2,2003,0.666,8.0,11229899,True,False,False
P001503,Rajshahi,N076,Apartment,125.5,3,2,2014,0.832,7.0,7416364,False,False,True
P001504,Dhaka,N022,House,117.1,1,3,2012,0.793,6.0,21765368,True,True,True
P001505,Chattogram,N115,House,166.6,3,2,2019,0.802,7.0,22813571,True,True,True
P001506,Rajshahi,N029,Commercial,167.1,0,0,2016,0.751,7.0,16441562,True,True,False
P001507,Dhaka,N165,Land,144.6,0,0,2014,0.663,8.0,11858253,True,True,False
P001508,Mymensingh,N042,Apartment,35.0,2,2,2021,0.609,10.0,5806027,False,False,False
P001509,Rajshahi,N159,Commercial,300.4,0,0,2020,0.626,3.0,20542935,False,True,True
P001510,Rajshahi,N173,Apartment,78.1,4,1,2021,0.899,7.0,6866978,True,False,True
P001511,Khulna,N203,House,203.7,3,2,2006,0.341,9.0,16279717,True,False,True
P001512,Barishal,N132,House,108.5,3,3,2019,0.596,5.0,9371161,True,True,True
P001513,Sylhet,N072,Apartment,129.0,2,2,2025,0.645,12.0,11592815,True,False,True
P001514,Rangpur,N078,Land,132.7,0,0,2001,0.412,11.0,6375403,True,True,False
P001515,Dhaka,N019,Apartment,136.1,3,1,2004,0.44,5.0,12127520,False,True,False
P001516,Chattogram,N024,Apartment,80.5,2,1,2025,0.574,7.0,8396334,True,False,True
P001517,Khulna,N012,House,82.7,3,3,2017,0.671,8.0,8637203,True,True,True
P001518,Chattogram,N002,Apartment,94.5,2,2,2009,0.788,12.0,11601316,True,False,False
P001519,Dhaka,N106,Apartment,179.2,3,3,2004,0.915,9.0,19887558,False,True,False
P001520,Dhaka,N176,House,227.0,3,3,2009,0.776,8.0,30530750,False,False,True
P001521,Chattogram,N169,Apartment,93.5,1,1,1997,0.592,8.0,8654028,True,True,False
P001522,Chattogram,N196,Apartment,72.0,2,2,2017,0.668,9.0,8629355,False,False,True
P001523,Barishal,N059,Apartment,131.2,2,2,2021,0.538,8.0,9380866,False,False,True
P001524,Sylhet,N028,House,116.9,1,3,2025,0.677,7.0,10764273,False,False,True
P001525,Chattogram,N059,Apartment,104.5,2,1,1999,0.611,7.0,12351091,False,True,True
P001526,Sylhet,N016,House,170.7,3,4,2018,0.597,7.0,13018680,True,False,False
P001527,Dhaka,N098,House,203.5,4,3,2015,0.815,6.0,31238801,True,True,True
P001528,Dhaka,N159,Apartment,150.8,2,1,2020,0.591,11.0,17452508,False,True,True
P001529,Chattogram,N161,Land,335.4,0,0,1995,0.837,9.0,11967911,True,True,False
P001530,Dhaka,N157,House,146.5,3,3,2014,0.521,7.0,30511743,True,True,False
P001531,Rangpur,N145,Apartment,64.1,2,3,2005,0.661,13.0,9897933,True,True,True
P001532,Chattogram,N161,Commercial,207.2,0,0,2005,0.541,3.0,17975620,False,False,True
P001533,Chattogram,N027,Apartment,136.0,2,2,2025,0.868,7.0,15288867,True,False,False
P001534,Sylhet,N121,Apartment,104.5,2,1,2025,0.589,8.0,7904519,False,True,True
P001535,Khulna,N133,Apartment,84.2,3,2,2016,0.627,8.0,6046500,False,True,False
P001536,Rangpur,N211,House,113.6,4,3,1998,0.585,8.0,9182936,True,True,True
P001537,Sylhet,N198,Apartment,97.2,2,1,2009,0.684,9.0,9332690,False,True,True
P001538,Rangpur,N056,Apartment,91.1,1,2,2025,0.592,9.0,6971236,True,False,True
P001539,Sylhet,N117,House,193.9,2,2,2012,0.378,4.0,15294409,True,True,True
P001540,Barishal,N155,Apartment,109.9,1,1,2005,0.581,10.0,8982728,False,True,False
P001541,Chattogram,N141,Apartment,102.2,3,2,2015,0.817,6.0,12352465,True,True,False
P001542,Dhaka,N099,House,138.1,2,4,2013,0.732,7.0,28634914,True,True,False
P001543,Khulna,N035,Apartment,86.3,2,1,2005,0.323,9.0,6973903,False,False,True
P001544,Khulna,N172,Commercial,246.1,0,0,2009,0.641,2.0,19407262,True,False,False
P001545,Dhaka,N084,House,70.0,4,3,2003,0.719,6.0,17361201,False,True,False
P001546,Dhaka,N017,Apartment,61.5,3,3,2025,0.821,2.0,14274588,False,False,False
P001547,Chattogram,N054,Apartment,85.4,3,2,2007,0.805,7.0,10997058,False,True,True
P001548,Chattogram,N209,Apartment,104.6,4,1,2010,0.547,3.0,7473133,True,False,True
P001549,Rajshahi,N003,House,203.0,3,3,2011,0.584,10.0,15812424,False,True,True
P001550,Dhaka,N084,Land,283.7,0,0,2020,0.576,6.0,15874338,True,False,True
P001551,Dhaka,N008,House,108.9,3,4,1998,0.7,5.0,22429603,True,True,False
P001552,Chattogram,N004,House,146.0,3,1,2013,0.593,13.0,18347571,False,True,True
P001553,Dhaka,N152,Apartment,78.6,2,1,2015,0.688,7.0,12459758,False,False,False
P001554,Rajshahi,N218,Apartment,58.3,3,1,2018,0.557,10.0,7394360,True,False,False
P001555,Chattogram,N009,House,166.9,2,4,2015,0.759,4.0,24137559,True,False,False
P001556,Rajshahi,N122,Apartment,77.9,4,1,2006,0.906,5.0,7104386,True,False,True
P001557,Chattogram,N143,Land,259.9,0,0,2013,0.618,7.0,16571699,True,True,False
P001558,Khulna,N215,Apartment,119.4,2,1,2018,0.72,6.0,10235020,True,False,False
P001559,Dhaka,N094,House,180.1,4,4,2014,0.63,5.0,18879320,True,True,True
P001560,Rajshahi,N060,Apartment,146.0,3,2,2013,0.15,7.0,6739651,False,False,False
P001561,Dhaka,N034,Land,267.5,0,0,2025,0.747,5.0,17920844,False,False,True
P001562,Barishal,N093,Apartment,108.0,3,2,2021,0.649,4.0,11363944,True,False,True
P001563,Rangpur,N141,Apartment,109.0,2,1,2009,0.909,9.0,10718843,True,False,True
P001564,Khulna,N004,Apartment,131.6,2,3,2012,0.71,7.0,10810556,False,False,False
P001565,Dhaka,N182,House,243.6,4,3,2017,0.663,5.0,22113108,True,True,True
P001566,Chattogram,N179,Apartment,114.5,2,2,2005,0.391,12.0,10457167,False,True,False
P001567,Dhaka,N055,Land,60.0,0,0,2014,0.761,9.0,7067991,True,True,False
P001568,Dhaka,N082,Land,116.1,0,0,2017,0.865,6.0,8690941,False,False,False
P001569,Rajshahi,N134,Apartment,91.1,2,2,2005,0.95,7.0,8566599,True,True,False
P001570,Rajshahi,N129,Land,348.9,0,0,2021,0.636,1.0,8761770,False,True,True
P001571,Rajshahi,N159,Land,222.6,0,0,2021,0.742,4.0,8665465,True,True,True
P001572,Dhaka,N190,Apartment,61.7,1,1,1998,0.728,8.0,13407430,False,True,True
P001573,Dhaka,N011,Land,101.7,0,0,2018,0.825,11.0,10927072,False,False,True
P001574,Chattogram,N130,House,76.5,1,3,2025,0.72,5.0,14643980,True,False,True
P001575,Chattogram,N128,Land,321.4,0,0,2014,0.46,6.0,15816556,True,False,True
P001576,Dhaka,N021,House,112.3,3,1,2004,0.726,7.0,22767336,True,True,False
P001577,Rangpur,N176,Apartment,103.0,4,2,2019,0.578,8.0,8287950,True,True,True
P001578,Dhaka,N065,House,119.8,4,4,2010,0.748,4.0,21538301,True,True,True
P001579,Khulna,N178,House,226.4,1,2,2018,0.758,4.0,18038845,False,False,False
P001580,Mymensingh,N148,House,188.0,3,3,2019,0.749,14.0,17670588,False,False,True
P001581,Mymensingh,N101,House,165.6,3,2,2005,0.556,3.0,10869483,True,True,True
P001582,Chattogram,N057,House,77.2,6,2,2016,0.699,10.0,10028383,True,False,False
P001583,Rajshahi,N168,Apartment,73.2,3,2,2006,0.508,9.0,8923105,True,False,True
P001584,Barishal,N137,Apartment,155.7,1,2,2004,0.426,8.0,12909416,True,False,False
P001585,Dhaka,N080,Land,228.9,0,0,2020,0.621,8.0,15500144,True,True,True
P001586,Khulna,N097,Land,423.3,0,0,2015,0.584,11.0,17031765,False,False,False
P001587,Mymensingh,N073,Land,66.5,0,0,1994,0.685,7.0,6738218,False,True,True
P001588,Rangpur,N084,Apartment,94.6,3,2,2019,0.95,9.0,9141340,False,True,False
P001589,Rangpur,N095,Apartment,87.4,2,2,2005,0.686,12.0,7960824,False,False,True
P001590,Rajshahi,N158,Apartment,75.4,2,1,2014,0.444,10.0,7265724,True,True,False
P001591,Rajshahi,N155,Land,167.0,0,0,2011,0.65,3.0,10071401,True,True,True
P001592,Dhaka,N170,Apartment,103.8,2,1,2022,0.689,,11784053,False,True,True
P001593,Barishal,N020,Commercial,232.8,0,0,2018,0.82,9.0,27134574,True,False,False
P001594,Barishal,N036,Land,378.9,0,0,2016,0.524,5.0,10729024,True,True,False
P001595,Chattogram,N105,Land,329.1,0,0,2019,0.727,7.0,17688277,True,True,True
P001596,Rangpur,N183,Apartment,58.5,3,1,2013,0.795,9.0,8174468,True,False,False
P001597,Dhaka,N149,Commercial,247.2,0,0,2021,0.71,12.0,46495143,True,True,False
P001598,Rangpur,N193,Apartment,74.5,2,1,2016,0.519,7.0,5200455,True,False,True
P001599,Rajshahi,N115,Apartment,48.1,2,1,2022,0.764,7.0,4825922,False,True,False
P001600,Dhaka,N052,House,144.0,4,4,2025,0.683,4.0,17794371,True,False,True
P001601,Chattogram,N124,Land,414.8,0,0,2023,0.931,7.0,30001442,False,True,False
P001602,Sylhet,N156,House,108.1,3,2,2015,0.6,4.0,11340630,True,False,True
P001603,Sylhet,N043,House,150.6,3,4,2025,0.601,8.0,11306476,False,True,False
P001604,Chattogram,N079,Commercial,190.7,0,0,2008,0.766,7.0,21015690,False,False,True
P001605,Dhaka,N004,Commercial,193.2,0,0,2013,0.756,,38943234,False,False,False
P001606,Dhaka,N198,Land,60.0,0,0,2018,0.536,9.0,6570653,True,False,True
P001607,Mymensingh,N057,House,106.7,4,5,2012,0.52,7.0,8698820,True,False,True
P001608,Chattogram,N177,Apartment,87.9,4,1,2021,0.575,,11370667,True,True,False
P001609,Chattogram,N118,Apartment,103.7,2,2,2014,0.456,6.0,12099331,False,True,False
P001610,Dhaka,N187,Apartment,89.1,2,2,2001,0.595,10.0,15220454,False,True,True
P001611,Chattogram,N144,Apartment,103.4,2,2,2004,0.708,5.0,8143761,False,False,True
P001612,Mymensingh,N026,Land,152.6,0,0,2021,0.725,9.0,9866940,False,True,False
P001613,Khulna,N014,Commercial,173.7,0,0,2006,0.601,6.0,23843275,False,True,True
P001614,Sylhet,N192,Apartment,45.0,5,1,2014,0.759,5.0,5633477,True,False,False
P001615,Mymensingh,N104,House,181.9,4,2,2010,,7.0,15321258,True,False,True
P001616,Mymensingh,N054,House,190.0,3,2,2018,0.916,11.0,25132506,True,True,False
P001617,Rangpur,N113,House,205.7,2,1,2014,0.827,7.0,19254298,False,True,True
P001618,Rangpur,N190,Apartment,94.9,2,2,2007,0.736,8.0,5483753,False,False,False
P001619,Rajshahi,N143,House,181.5,4,3,2002,0.677,3.0,11784028,True,False,False
P001620,Rangpur,N103,House,116.3,4,1,2021,0.348,14.0,11044361,True,False,False
P001621,Barishal,N095,House,105.0,2,3,2012,0.855,4.0,11063591,True,False,False
P001622,Mymensingh,N185,Commercial,329.2,0,0,2003,0.502,9.0,26874239,False,False,True
P001623,Rangpur,N195,Apartment,43.8,2,3,2016,0.597,9.0,4535163,False,True,True
P001624,Khulna,N179,Apartment,75.0,2,2,2017,0.542,7.0,6120613,False,True,False
P001625,Dhaka,N067,House,191.0,2,1,2011,0.691,8.0,24418417,True,True,True
P001626,Mymensingh,N010,Apartment,124.4,3,2,2013,0.618,10.0,9686327,True,False,True
P001627,Khulna,N164,Apartment,86.2,4,2,2022,0.95,3.0,7204280,True,False,False
P001628,Mymensingh,N125,Apartment,57.8,2,1,2014,,12.0,7112506,True,False,True
P001629,Chattogram,N071,House,133.4,3,1,2002,0.646,5.0,11569496,True,False,False
P001630,Rajshahi,N136,Apartment,109.2,1,1,2014,0.713,7.0,9414827,True,True,False
P001631,Rangpur,N013,Apartment,90.9,3,2,2022,0.662,6.0,6832516,True,True,False
P001632,Dhaka,N076,House,132.4,4,2,2003,0.831,4.0,23635405,True,True,False
P001633,Chattogram,N186,Apartment,35.0,4,1,2020,0.912,11.0,8726846,True,True,False
P001634,Rangpur,N204,Apartment,145.1,5,2,2013,0.561,,8094449,True,False,False
P001635,Khulna,N208,Commercial,197.9,0,0,2002,0.832,10.0,26489513,True,False,True
P001636,Rajshahi,N017,Apartment,103.0,2,2,2021,0.623,10.0,7938576,False,True,True
P001637,Khulna,N078,Commercial,206.5,0,0,2008,0.525,12.0,23826102,False,True,True
P001638,Chattogram,N192,Commercial,245.3,0,0,2014,0.541,5.0,32678156,False,False,False
P001639,Chattogram,N143,Apartment,126.3,2,2,2016,0.763,6.0,11977061,False,True,False
P001640,Mymensingh,N100,House,115.7,2,2,2015,0.688,8.0,15121790,True,True,True
P001641,Sylhet,N027,Apartment,47.4,1,3,2008,0.592,10.0,8210552,True,True,False
P001642,Mymensingh,N049,Apartment,108.3,3,1,2023,0.694,5.0,5919209,True,False,True
P001643,Rangpur,N118,House,214.7,4,3,2007,0.538,4.0,16191137,False,True,True
P001644,Dhaka,N158,Apartment,108.4,2,2,2011,0.95,,15974647,True,True,False
P001645,Rangpur,N131,Land,390.9,0,0,2021,,7.0,13764820,True,True,False
P001646,Dhaka,N117,House,197.3,2,3,2013,0.726,5.0,27032430,True,True,True
P001647,Mymensingh,N145,House,252.5,3,4,2011,,3.0,11876747,True,True,False
P001648,Khulna,N033,House,167.3,3,4,2011,0.845,4.0,8801408,True,True,False
P001649,Chattogram,N083,Apartment,41.3,1,1,1999,0.9,9.0,15540068,False,True,False
P001650,Rajshahi,N075,Apartment,133.8,2,2,2022,0.59,11.0,8313246,True,False,True
P001651,Rangpur,N064,House,195.0,2,3,2004,0.615,10.0,14839875,False,False,True
P001652,Mymensingh,N070,House,147.1,4,3,2014,0.411,,8697318,True,True,True
P001653,Dhaka,N079,Land,183.8,0,0,1995,0.646,10.0,12965243,False,False,True
P001654,Sylhet,N111,Land,215.5,0,0,2014,0.619,10.0,10873461,True,True,False
P001655,Dhaka,N127,House,214.5,3,2,2003,0.696,8.0,25113816,True,False,True
P001656,Dhaka,N073,Apartment,91.5,2,2,2000,0.412,8.0,10209372,False,True,True
P001657,Dhaka,N162,Apartment,74.9,3,3,2006,0.717,,12382483,False,True,False
P001658,Barishal,N075,House,120.4,3,3,2000,0.537,3.0,11530328,True,True,False
P001659,Dhaka,N059,House,91.5,3,2,2012,0.517,2.0,15421088,True,True,True
P001660,Sylhet,N007,Apartment,56.0,3,1,2014,0.433,8.0,5095634,False,False,False
P001661,Mymensingh,N037,Apartment,99.1,1,3,2012,0.431,7.0,8567745,False,True,True
P001662,Sylhet,N193,Commercial,60.0,0,0,2008,0.719,1.0,10110707,True,False,False
P001663,Dhaka,N127,Apartment,126.0,2,2,2020,0.95,,12653129,False,True,True
P001664,Rangpur,N014,Apartment,154.9,2,2,2011,0.95,10.0,11502059,True,False,True
P001665,Barishal,N188,House,162.0,3,2,2022,0.525,10.0,12792923,True,True,False
P001666,Rajshahi,N098,Commercial,143.1,0,0,1996,0.362,9.0,9558968,False,False,False
P001667,Mymensingh,N041,Apartment,88.9,1,2,2015,0.518,6.0,6268370,False,False,False
P001668,Dhaka,N159,Land,216.5,0,0,2015,0.536,10.0,19365652,False,True,False
P001669,Dhaka,N044,Apartment,75.5,4,2,2007,0.312,,10965067,True,True,False
P001670,Dhaka,N070,Apartment,100.8,2,1,2022,0.796,8.0,11381095,False,True,False
