listing_id,property_id,agent_id,listing_date,listing_channel,listed_price,sold_flag,days_on_market,close_date
L0001673,P003796,A00264,2022-04-21,Partner,13191282,True,22,2022-05-13
L0001674,P002433,A00108,2024-01-30,Exclusive,8996627,True,60,2024-03-30
L0001675,P003272,A00085,2022-11-01,Exclusive,18517775,False,47,
L0001676,P002290,A00211,2022-06-15,Open,8944043,True,33,2022-07-18
L0001677,P004119,A00248,2023-07-16,Partner,10575192,False,58,
L0001678,P003494,A00091,2022-08-25,Open,20633150,True,69,2022-11-02
L0001679,P000206,A00255,2024-03-28,Open,7214847,False,7,
L0001680,P001753,A00159,2023-09-18,Partner,9126217,True,58,2023-11-15
L0001681,P000113,A00083,2024-02-15,Exclusive,13831901,False,73,
L0001682,P003467,A00282,2023-06-07,Exclusive,6434343,True,18,2023-06-25
L0001683,P000824,A00205,2024-09-07,Exclusive,9462125,False,98,
L0001684,P000981,A00001,2023-06-23,Open,17240047,True,50,2023-08-12
L0001685,P004376,A00014,2023-06-06,Open,12872936,False,164,
L0001686,P002614,A00269,2023-06-03,Partner,19260982,False,38,
L0001687,P003081,A00111,2023-06-19,Open,22225190,True,70,2023-08-28
L0001688,P000637,A00061,2023-01-22,Open,13472600,True,57,2023-03-20
L0001689,P002186,A00093,2022-08-20,Exclusive,7272053,False,90,
L0001690,P002191,A00283,2022-04-07,Open,9978567,True,70,2022-06-16
L0001691,P002845,A00009,2024-05-20,Exclusive,24776106,True,68,2024-07-27
L0001692,P004033,A00107,2023-06-29,Open,7535860,False,64,
L0001693,P003912,A00196,2022-06-27,Open,6028526,True,78,
L0001694,P001403,A00294,2024-10-06,Exclusive,7596260,True,19,2024-10-25
L0001695,P000796,A00064,2023-08-15,Exclusive,15368536,False,85,
L0001696,P002176,A00191,2023-11-14,Open,14647737,False,50,
L0001697,P004404,A00267,2022-11-23,Partner,32954091,True,3,2022-11-26
L0001698,P001595,A00206,2023-10-20,Open,18109074,False,185,
L0001699,P001404,A00029,2022-05-08,Exclusive,6509933,False,69,
L0001700,P004351,A00290,2024-05-28,Open,8243654,True,74,2024-08-10
L0001701,P000189,A00191,2024-06-29,Open,6486794,True,14,2024-07-13
L0001702,P001442,A00191,2024-06-13,Open,18055925,True,62,2024-08-14
L0001703,P004322,A00216,2023-10-20,Open,12349986,True,49,2023-12-08
L0001704,P001391,A00040,2022-11-16,Exclusive,12805312,True,23,2022-12-09
L0001705,P002173,A00061,2024-09-02,Open,28399127,True,60,2024-11-01
L0001706,P002976,A00070,2024-05-19,Exclusive,9379508,False,92,
L0001707,P001928,A00280,2023-12-25,Open,8826799,True,24,2024-01-18
L0001708,P000861,A00061,2024-07-02,Partner,14878029,False,117,
L0001709,P003674,A00024,2024-12-24,Open,8256609,False,85,
L0001710,P000314,A00183,2023-05-24,Open,12876309,True,33,2023-06-26
L0001711,P001774,A00166,2022-05-18,Open,33714649,True,41,2022-06-28
L0001712,P001948,A00043,2023-08-25,Open,12849983,True,44,2023-10-08
L0001713,P002810,A00152,2023-07-29,Exclusive,23297900,False,40,
L0001714,P000443,A00112,2024-01-23,Open,26382300,False,7,
L0001715,P000921,A00271,2023-03-01,Open,8900203,True,58,2023-04-28
L0001716,P003681,A00068,2024-04-19,Exclusive,13675028,False,89,
L0001717,P000058,A00206,2023-10-23,Exclusive,14842840,True,41,2023-12-03
L0001718,P003824,A00007,2022-07-07,Open,10670964,False,70,
L0001719,P003151,A00030,2022-09-11,Partner,11933308,True,41,2022-10-22
L0001720,P002615,A00119,2024-04-19,Partner,22803423,True,82,2024-07-10
L0001721,P000970,A00133,2022-02-28,Exclusive,6128925,True,16,2022-03-16
L0001722,P000890,A00184,2022-03-08,Exclusive,7069686,False,170,
L0001723,P003536,A00059,2024-08-14,Exclusive,35630814,True,38,2024-09-21
L0001724,P002098,A00134,2024-05-14,Open,17984259,False,127,
L0001725,P000929,A00115,2022-11-07,Open,11363419,False,64,
L0001726,P003534,A00241,2022-06-17,Exclusive,45188581,False,35,
L0001727,P001379,A00247,2024-09-24,Exclusive,8579253,False,181,
L0001728,P002188,A00248,2023-01-20,Exclusive,15179220,False,73,
L0001729,P002725,A00176,2022-02-07,Open,11385674,False,143,
L0001730,P003089,A00040,2024-03-20,Open,15013200,False,89,
L0001731,P002430,A00071,2024-06-07,Open,6931236,False,79,
L0001732,P002919,A00223,2023-02-11,Open,6475129,True,64,2023-04-16
L0001733,P000758,A00235,2022-12-03,Exclusive,18271175,True,40,2023-01-12
L0001734,P000718,A00244,2022-03-04,Exclusive,27831552,False,147,
L0001735,P002311,A00031,2024-08-04,Exclusive,26712378,True,22,2024-08-26
L0001736,P000495,A00140,2022-04-01,Open,19866432,True,41,2022-05-12
L0001737,P003529,A00205,2023-06-07,Open,10973752,True,41,2023-07-18
L0001738,P002769,A00077,2023-05-05,Exclusive,6117025,True,34,2023-06-08
L0001739,P004198,A00222,2022-06-26,Open,9183333,False,53,
L0001740,P002656,A00262,2023-10-14,Open,9698312,False,113,
L0001741,P003939,A00035,2022-10-21,Open,9116492,True,8,2022-10-29
L0001742,P001553,A00120,2023-02-05,Exclusive,12507954,True,74,2023-04-20
L0001743,P004181,A00113,2022-10-23,Open,8927957,True,34,2022-11-26
L0001744,P000223,A00064,2024-06-13,Open,12491359,True,11,2024-06-24
L0001745,P002268,A00267,2024-09-22,Open,5790434,True,38,2024-10-30
L0001746,P003735,A00196,2024-04-24,Open,13013326,False,99,
L0001747,P001080,A00221,2023-01-10,Open,6714952,False,128,
L0001748,P003570,A00038,2022-12-28,Open,14030475,True,12,2023-01-09
L0001749,P002322,A00245,2022-10-18,Partner,19092820,True,63,2022-12-20
L0001750,P001983,A00193,2023-09-29,Partner,25095857,True,45,2023-11-13
L0001751,P000557,A00227,2022-08-17,Exclusive,24953882,False,47,
L0001752,P002087,A00077,2023-11-11,Exclusive,7000373,True,25,2023-12-06
L0001753,P002820,A00083,2023-06-30,Open,25608049,False,201,
L0001754,P001817,A00035,2023-04-19,Exclusive,11608574,True,45,
L0001755,P000058,A00076,2023-07-13,Open,14024457,False,66,
L0001756,P000387,A00153,2022-01-30,Open,11486972,False,209,
L0001757,P002005,A00120,2024-07-28,Exclusive,12837500,False,7,
L0001758,P001364,A00028,2024-03-11,Exclusive,15225081,False,44,
L0001759,P001315,A00048,2023-07-04,Partner,9450182,True,40,2023-08-13
L0001760,P000222,A00053,2023-12-16,Open,12947602,True,51,2024-02-05
L0001761,P000287,A00112,2022-12-23,Exclusive,22710038,True,62,2023-02-23
L0001762,P000191,A00266,2022-09-20,Open,15642725,False,145,
L0001763,P003190,A00296,2024-05-31,Open,11846014,False,70,
L0001764,P000679,A00255,2023-07-29,Exclusive,31366276,False,98,
L0001765,P000025,A00239,2024-04-01,Partner,14535246,True,34,2024-05-05
L0001766,P003173,A00021,2024-02-25,Open,16691721,True,62,2024-04-27
L0001767,P001222,A00185,2022-07-25,Exclusive,15658399,False,106,
L0001768,P002382,A00298,2024-08-13,Open,44008811,True,59,2024-10-11
L0001769,P003930,A00143,2024-09-14,Exclusive,11995705,False,61,
L0001770,P003888,A00264,2024-06-15,Exclusive,12289751,True,64,2024-08-18
L0001771,P003477,A00176,2023-08-15,Open,8973515,True,35,
L0001772,P002010,A00153,2023-12-01,Open,7999528,True,72,2024-02-11
L0001773,P001301,A00130,2024-04-09,Open,17256679,False,64,
L0001774,P003898,A00014,2022-01-15,Exclusive,8224406,True,45,2022-03-01
L0001775,P003044,A00249,2024-10-08,Open,6104674,False,168,
L0001776,P002925,A00165,2024-05-01,Exclusive,8299726,True,67,2024-07-07
L0001777,P000472,A00045,2024-09-05,Partner,9072886,True,68,2024-11-12
L0001778,P000815,A00096,2022-06-13,Partner,7535026,True,64,2022-08-16
L0001779,P001726,A00138,2023-01-26,Exclusive,23817325,False,145,
L0001780,P000170,A00163,2024-05-23,Exclusive,14342614,False,62,
L0001781,P002970,A00042,2022-06-30,Exclusive,24870616,True,50,2022-08-19
L0001782,P001247,A00291,2023-12-04,Partner,7586752,True,3,2023-12-07
L0001783,P002727,A00128,2023-08-17,Partner,15074338,True,24,2023-09-10
L0001784,P002616,A00165,2024-11-12,Partner,34779428,True,34,2024-12-16
L0001785,P000355,A00099,2024-01-23,Partner,9533376,False,7,
L0001786,P003682,A00087,2023-07-22,Open,10064825,False,147,
L0001787,P002894,A00128,2024-05-27,Open,11182385,False,27,
L0001788,P004011,A00248,2023-05-14,Exclusive,22869905,False,53,
L0001789,P001905,A00102,2022-05-23,Partner,19485036,False,125,
L0001790,P000614,A00150,2022-12-07,Open,24772575,False,73,
L0001791,P002641,A00234,2023-03-17,Open,11156847,True,69,2023-05-25
L0001792,P000008,A00256,2022-08-26,Open,9023675,False,116,
L0001793,P001851,A00293,2024-11-14,Open,8769144,True,36,2024-12-20
L0001794,P004011,A00294,2022-03-03,Open,27350189,False,85,
L0001795,P001723,A00025,2023-05-22,Exclusive,28786184,False,85,
L0001796,P002837,A00264,2024-11-11,Open,7428453,True,3,2024-11-14
L0001797,P000312,A00054,2024-05-13,Open,23727612,False,127,
L0001798,P001226,A00070,2022-04-10,Exclusive,9287356,True,62,2022-06-11
L0001799,P001147,A00285,2023-03-06,Partner,7952427,False,158,
L0001800,P004224,A00055,2022-07-17,Open,8004191,False,79,
L0001801,P003451,A00190,2023-11-23,Partner,6941535,False,148,
L0001802,P002596,A00267,2024-11-04,Exclusive,11194390,True,40,2024-12-14
L0001803,P001186,A00295,2024-02-05,Partner,14309070,True,33,2024-03-09
L0001804,P004385,A00233,2023-12-31,Open,7942103,False,56,
L0001805,P002032,A00168,2023-10-14,Exclusive,30777810,False,129,
L0001806,P002963,A00028,2022-06-01,Open,8824936,True,86,2022-08-26
L0001807,P001813,A00215,2023-09-15,Partner,27575166,True,57,2023-11-11
L0001808,P000522,A00087,2024-01-15,Open,11387782,False,7,
L0001809,P004280,A00087,2022-03-25,Open,10992600,False,181,
L0001810,P003299,A00250,2024-03-06,Exclusive,17285592,True,22,2024-03-28
L0001811,P000441,A00131,2023-08-19,Exclusive,6459799,False,188,
L0001812,P001642,A00268,2023-06-12,Open,6032629,False,124,
L0001813,P002612,A00274,2024-08-20,Open,9894642,True,38,2024-09-27
L0001814,P001471,A00242,2023-10-31,Partner,7058894,True,42,2023-12-12
L0001815,P003046,A00125,2024-12-07,Partner,17664395,True,40,2025-01-16
L0001816,P000866,A00220,2023-05-25,Open,13581835,True,64,
L0001817,P001508,A00149,2024-12-04,Exclusive,5769233,True,3,2024-12-07
L0001818,P001546,A00125,2022-03-29,Exclusive,14400617,True,72,2022-06-09
L0001819,P000002,A00145,2023-07-12,Open,6276451,False,47,
L0001820,P003819,A00025,2022-09-03,Exclusive,11797726,False,138,
L0001821,P003015,A00267,2024-01-12,Open,14286606,False,81,
L0001822,P000688,A00098,2023-09-01,Open,15817715,False,75,
L0001823,P002280,A00154,2022-09-24,Exclusive,29056291,True,56,2022-11-19
L0001824,P000452,A00108,2022-04-29,Open,9935499,True,46,2022-06-14
L0001825,P002354,A00291,2024-04-09,Open,7328802,True,44,2024-05-23
L0001826,P003819,A00279,2024-04-04,Partner,11655672,True,53,2024-05-27
L0001827,P001903,A00232,2022-12-04,Open,16052810,False,107,
L0001828,P001001,A00217,2024-09-22,Open,17960216,True,3,2024-09-25
L0001829,P003750,A00023,2022-07-24,Exclusive,14493426,False,243,
L0001830,P001546,A00086,2022-09-24,Open,14316657,True,46,2022-11-09
L0001831,P003124,A00218,2024-12-10,Open,9749464,False,127,
L0001832,P004224,A00130,2022-10-25,Exclusive,7533159,False,53,
L0001833,P000560,A00182,2024-07-08,Partner,15135595,False,54,
L0001834,P003290,A00111,2023-01-16,Open,7962504,False,114,
L0001835,P003977,A00032,2023-02-14,Exclusive,13150048,False,172,
L0001836,P002138,A00125,2024-02-11,Exclusive,6255236,False,116,
L0001837,P000281,A00061,2023-05-07,Open,8386337,True,53,2023-06-29
L0001838,P001666,A00114,2022-12-13,Exclusive,10186203,False,148,
L0001839,P002401,A00067,2023-07-21,Partner,10679363,True,32,2023-08-22
L0001840,P000218,A00082,2022-02-26,Open,14472022,True,39,2022-04-06
L0001841,P000673,A00263,2024-11-21,Open,4890746,True,62,2025-01-22
L0001842,P002395,A00230,2022-10-17,Exclusive,22672679,False,56,
L0001843,P000786,A00190,2022-04-06,Exclusive,5152023,False,163,
L0001844,P001682,A00103,2022-04-07,Exclusive,10024897,True,73,2022-06-19
L0001845,P003316,A00233,2023-11-09,Partner,22240988,False,80,
L0001846,P000248,A00108,2022-01-10,Exclusive,37461535,True,25,2022-02-04
L0001847,P001003,A00241,2024-12-15,Open,8631419,False,113,
L0001848,P000266,A00097,2022-05-16,Open,10546016,True,71,2022-07-26
L0001849,P002514,A00280,2022-10-07,Exclusive,20490749,False,84,
L0001850,P000568,A00195,2022-11-12,Open,16256213,False,158,
L0001851,P000891,A00069,2023-08-16,Exclusive,6089671,False,87,
L0001852,P001215,A00195,2024-02-22,Open,7681880,False,76,
L0001853,P000949,A00184,2022-12-17,Open,12412853,True,30,2023-01-16
L0001854,P003228,A00215,2024-03-03,Exclusive,7107801,False,137,
L0001855,P004015,A00091,2023-08-21,Exclusive,21090266,True,56,2023-10-16
L0001856,P003692,A00025,2023-11-03,Exclusive,25772112,False,92,
L0001857,P001064,A00043,2024-04-25,Exclusive,11946223,False,133,
L0001858,P003858,A00222,2023-07-06,Exclusive,19551290,False,61,
L0001859,P001925,A00288,2024-12-20,Exclusive,8734255,False,43,
L0001860,P004316,A00061,2022-03-05,Open,17777274,False,81,
L0001861,P001138,A00039,2022-05-13,Exclusive,27394602,False,128,
L0001862,P002793,A00128,2024-01-27,Open,24811600,False,185,
L0001863,P002033,A00237,2022-08-06,Exclusive,23287767,True,113,2022-11-27
L0001864,P003478,A00049,2023-04-02,Open,11661503,True,60,2023-06-01
L0001865,P003509,A00105,2022-10-13,Partner,13619358,False,100,
L0001866,P002778,A00132,2022-11-28,Open,12142630,False,101,
L0001867,P003110,A00031,2022-08-09,Open,6584995,False,67,
L0001868,P000988,A00287,2023-12-23,Open,7034072,False,71,
L0001869,P001450,A00153,2022-01-22,Exclusive,17529063,True,61,2022-03-24
L0001870,P001539,A00008,2022-06-06,Partner,13596642,False,141,
L0001871,P002990,A00235,2024-01-02,Exclusive,10922210,True,25,2024-01-27
L0001872,P001214,A00199,2024-04-14,Open,15928871,False,175,
L0001873,P000370,A00267,2022-08-26,Open,7336208,True,29,2022-09-24
L0001874,P003913,A00098,2023-11-30,Partner,7275323,True,52,2024-01-21
L0001875,P000236,A00246,2023-08-29,Exclusive,14951869,False,97,
L0001876,P002952,A00284,2022-10-25,Partner,12173957,True,25,2022-11-19
L0001877,P001815,A00075,2022-01-15,Exclusive,7453654,False,82,
L0001878,P000464,A00041,2022-12-03,Exclusive,6284724,False,81,
L0001879,P003821,A00004,2022-12-03,Exclusive,9523794,False,74,
L0001880,P002749,A00282,2023-05-18,Exclusive,19310304,False,97,
L0001881,P002069,A00125,2024-10-27,Exclusive,11267075,False,88,
L0001882,P003155,A00251,2024-05-07,Open,29567744,True,38,2024-06-14
L0001883,P000076,A00245,2023-02-11,Open,17757465,False,134,
L0001884,P003548,A00248,2022-10-20,Exclusive,7265859,False,99,
L0001885,P003749,A00295,2022-12-04,Exclusive,7714179,True,65,2023-02-07
L0001886,P000331,A00201,2023-04-25,Open,11542582,False,41,
L0001887,P002506,A00246,2022-10-03,Exclusive,7806563,True,61,2022-12-03
L0001888,P003081,A00300,2023-06-12,Exclusive,24082615,True,11,2023-06-23
L0001889,P003695,A00151,2023-01-14,Partner,12069339,False,199,
L0001890,P000007,A00029,2024-02-20,Open,7900146,False,172,
L0001891,P000262,A00151,2024-09-03,Exclusive,11278227,False,159,
L0001892,P002026,A00049,2022-09-17,Exclusive,21613549,False,37,
L0001893,P003025,A00225,2023-02-15,Exclusive,23995731,False,143,
L0001894,P003421,A00208,2024-12-06,Open,13048175,False,30,
L0001895,P001836,A00101,2023-04-25,Open,11779083,True,21,2023-05-16
L0001896,P001298,A00094,2022-03-10,Open,6931235,False,93,
L0001897,P000428,A00111,2022-06-12,Open,36963226,False,18,
L0001898,P003937,A00233,2022-07-22,Exclusive,4926190,True,32,2022-08-23
L0001899,P003977,A00040,2024-12-06,Exclusive,15132767,False,95,
L0001900,P004153,A00123,2023-03-09,Open,7067484,True,39,2023-04-17
L0001901,P003619,A00221,2022-09-25,Open,21493556,False,84,
L0001902,P000284,A00287,2023-06-01,Open,27671348,False,12,
L0001903,P003574,A00225,2023-03-19,Open,16824375,False,87,
L0001904,P003763,A00110,2022-11-15,Open,15351273,False,149,
L0001905,P001357,A00131,2022-10-23,Exclusive,10496187,False,89,
L0001906,P002704,A00295,2023-08-31,Exclusive,10512810,True,46,
L0001907,P002257,A00052,2022-05-17,Partner,11384951,False,223,
L0001908,P001292,A00057,2023-12-13,Open,17811812,False,164,
L0001909,P003756,A00028,2023-04-28,Open,11873003,True,45,2023-06-12
L0001910,P000962,A00016,2022-10-08,Open,10439328,False,110,
L0001911,P003675,A00066,2022-03-10,Open,25524812,False,86,
L0001912,P002282,A00194,2022-07-02,Open,25891762,False,132,
L0001913,P003510,A00047,2023-07-16,Open,12917694,True,43,2023-08-28
L0001914,P003718,A00059,2024-07-23,Exclusive,12390928,True,23,2024-08-15
L0001915,P000513,A00154,2024-03-19,Partner,7647298,False,113,
L0001916,P002291,A00004,2022-04-15,Open,15577222,False,119,
L0001917,P000826,A00212,2022-05-06,Exclusive,20451294,False,127,
L0001918,P000042,A00166,2024-07-10,Exclusive,11361683,True,64,2024-09-12
L0001919,P002448,A00221,2024-05-12,Open,11619086,False,11,
L0001920,P003063,A00280,2024-09-21,Exclusive,10240817,False,152,
L0001921,P001984,A00103,2022-03-10,Exclusive,7124758,True,43,2022-04-22
L0001922,P002494,A00138,2022-01-30,Exclusive,4345955,False,89,
L0001923,P001844,A00084,2023-09-26,Open,8737899,True,24,2023-10-20
L0001924,P000612,A00173,2024-07-17,Open,7926068,True,76,2024-10-01
L0001925,P001468,A00215,2023-03-21,Exclusive,22461190,True,3,2023-03-24
L0001926,P001220,A00021,2023-04-29,Open,8896523,True,52,2023-06-20
L0001927,P004097,A00255,2024-06-09,Open,22543291,False,129,
L0001928,P002811,A00030,2024-07-15,Open,24747005,False,125,
L0001929,P001291,A00073,2023-06-04,Exclusive,15982466,False,61,
L0001930,P001896,A00026,2023-03-05,Partner,15601214,False,135,
L0001931,P004359,A00224,2022-12-14,Open,10481068,False,7,
L0001932,P000437,A00107,2022-12-28,Open,6310877,False,167,
L0001933,P003200,A00153,2022-03-24,Exclusive,31821275,False,211,
L0001934,P003759,A00149,2023-02-01,Partner,8261585,True,23,
L0001935,P003731,A00277,2022-01-21,Exclusive,17517492,True,63,2022-03-25
L0001936,P002572,A00042,2023-09-27,Open,19933677,True,79,2023-12-15
L0001937,P004011,A00023,2023-03-01,Open,27639754,False,166,
L0001938,P001293,A00249,2024-06-10,Open,12940315,True,19,2024-06-29
L0001939,P000925,A00232,2023-07-14,Open,9180979,True,3,2023-07-17
L0001940,P002745,A00287,2022-10-14,Exclusive,18061512,False,170,
L0001941,P001335,A00224,2023-02-14,Partner,39083712,False,60,
L0001942,P002520,A00198,2023-08-27,Open,8731124,False,67,
L0001943,P000592,A00278,2022-02-04,Open,38096310,True,57,2022-04-02
L0001944,P000345,A00109,2022-11-17,Open,6941586,True,51,2023-01-07
L0001945,P000411,A00030,2022-07-19,Open,17513453,False,184,
L0001946,P001760,A00283,2023-05-10,Exclusive,8623022,False,51,
L0001947,P000955,A00012,2024-06-19,Exclusive,6971214,True,48,2024-08-06
L0001948,P002622,A00124,2024-01-01,Exclusive,10832447,False,111,
L0001949,P002412,A00191,2022-01-28,Exclusive,3539777,True,42,2022-03-11
L0001950,P000115,A00091,2023-01-30,Exclusive,7783345,False,122,
L0001951,P000304,A00293,2024-07-19,Open,8363563,True,39,
L0001952,P003389,A00036,2024-02-03,Open,8303074,False,105,
L0001953,P000011,A00043,2023-07-18,Exclusive,9427022,False,19,
L0001954,P002287,A00050,2023-12-04,Exclusive,11877295,True,112,2024-03-25
L0001955,P002488,A00023,2022-09-23,Open,23784958,False,122,
L0001956,P004060,A00175,2022-04-18,Open,7804464,False,100,
L0001957,P003957,A00012,2023-02-15,Open,17240061,False,82,
L0001958,P000725,A00236,2022-08-28,Open,8730177,False,45,
L0001959,P000896,A00239,2024-07-13,Exclusive,15272439,True,44,2024-08-26
L0001960,P000389,A00271,2023-07-23,Open,10355870,True,31,2023-08-23
L0001961,P000251,A00081,2023-07-09,Exclusive,13721327,True,59,2023-09-06
L0001962,P001092,A00150,2022-05-09,Open,8675685,False,97,
L0001963,P002120,A00222,2022-07-05,Exclusive,6646382,False,98,
L0001964,P003008,A00270,2024-07-15,Open,15904642,False,173,
L0001965,P004006,A00228,2023-07-17,Open,9046131,False,111,
L0001966,P003399,A00111,2024-04-24,Exclusive,5968846,False,190,
L0001967,P001614,A00108,2022-07-27,Partner,5884776,True,79,2022-10-14
L0001968,P001535,A00245,2024-02-23,Exclusive,5780167,False,47,
L0001969,P002044,A00086,2024-01-05,Partner,13829587,False,53,
L0001970,P002564,A00239,2022-05-18,Exclusive,6904231,False,142,
L0001971,P003436,A00116,2024-10-12,Open,10818892,False,131,
L0001972,P001595,A00238,2022-03-15,Open,16332652,False,156,
L0001973,P002239,A00275,2024-06-28,Exclusive,21953228,False,66,
L0001974,P000067,A00136,2024-08-26,Open,9659412,True,64,2024-10-29
L0001975,P002852,A00189,2023-08-22,Exclusive,12140102,False,136,
L0001976,P000500,A00280,2022-12-03,Exclusive,8717405,True,18,2022-12-21
L0001977,P003343,A00150,2022-11-20,Exclusive,72675584,True,25,2022-12-15
